Member No.;Location;Stress;Design;Loading;Forces [kN];;;Moments [kNm];;;Design Check;Design Check;
34;2.000;;DS1;CO19;-7.17;0.39;-0.17;0.01;-5.64;2.51;0.098;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
34;1.738;;DS1;CO17;-9.05;0.15;-0.91;-0.01;0.97;-4.54;0.164;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
34;1.738;;DS1;CO17;-9.05;0.15;-0.91;-0.01;0.97;-4.54;0.165;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
34;4.000;;DS1;CO3;-10.47;0.00;-1.40;0.00;-4.98;0.00;0.086;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
34;1.000;;DS1;CO7;-12.12;1.41;-0.52;-0.01;-0.01;-2.29;0.083;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
34;0.000;;DS1;CO1;-6.01;0.00;-0.42;0.00;0.00;0.00;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
34;0.000;;DS1;CO7;-12.52;3.16;0.50;-0.01;0.00;0.00;0.066;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
34;0.000;;DS1;CO1;-6.01;0.00;-0.42;0.00;0.00;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
34;0.000;;DS1;RC1;-12.52;3.16;0.50;-0.01;0.00;0.00;0.410;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
34;0.000;;DS2;CO20;-4.46;0.00;-0.31;0.00;0.00;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
34;2.000;;DS2;CO38;-5.18;0.26;-0.16;0.01;-3.84;1.66;0.146;SE1100.00;Serviceability | Deflections in z-direction
34;2.000;;DS2;CO36;-6.35;-0.38;-0.91;-0.01;0.37;-2.99;0.284;SE1200.00;Serviceability | Deflections in y-direction
34;;;;;;;;;;;;;
35;Beam | 3 - HEA 140 | L : 1.650 m;;;;;;;;;;;;
35;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
35;1.650;;DS1;CO14;5.40;-0.35;1.87;0.05;3.10;1.67;0.007;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
35;0.000;;DS1;CO17;-5.33;1.97;5.13;-0.12;-4.81;0.02;0.007;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
35;0.000;1;DS1;CO17;-5.33;1.97;5.13;-0.12;-4.81;0.02;0.095;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
35;0.000;;DS1;CO7;-4.29;1.17;6.96;-0.08;-6.01;0.01;0.051;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
35;0.000;;DS1;CO3;-1.97;0.00;6.78;0.00;-5.47;0.00;0.049;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
35;0.000;;DS1;CO12;-4.76;1.98;3.16;-0.11;-3.19;0.02;0.006;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
35;0.000;;DS1;CO11;2.04;0.66;2.67;-0.01;-1.46;0.02;0.002;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
35;0.000;;DS1;CO1;-0.82;0.00;2.86;0.00;-2.23;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
35;0.000;;DS1;CO7;-4.29;1.17;6.96;-0.08;-6.01;0.01;0.147;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
35;1.650;;DS1;CO12;-4.72;0.14;2.60;-0.10;1.62;-2.23;0.112;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
35;1.650;1;DS1;CO17;-5.28;0.08;4.57;-0.10;3.26;-2.18;0.274;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
35;1.650;;DS1;CO17;-5.28;0.08;4.57;-0.10;3.26;-2.18;0.116;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
35;0.000;;DS1;CO7;-4.29;1.17;6.96;-0.08;-6.01;0.01;0.147;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
35;0.495;;DS1;CO18;4.77;-1.28;4.21;0.06;0.04;0.64;0.032;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
35;1.650;;DS1;CO15;0.30;0.15;4.31;-0.05;3.92;-1.09;0.064;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
35;0.000;;DS2;CO20;-0.61;0.00;2.14;0.00;-1.67;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
35;1.031;;DS2;CO38;3.15;-0.65;2.88;0.03;1.56;0.84;0.031;SE1100.00;Serviceability | Deflections in z-direction
35;0.990;;DS2;CO31;-3.22;0.88;2.08;-0.07;-0.12;-1.15;0.073;SE1200.00;Serviceability | Deflections in y-direction
35;;;;;;;;;;;;;
36;Beam | 3 - HEA 140 | L : 1.575 m;;;;;;;;;;;;
36;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
36;1.575;;DS1;CO13;4.29;-0.98;2.90;0.05;0.81;0.58;0.006;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
36;0.000;;DS1;CO17;-5.41;2.49;5.50;-0.05;-6.08;2.86;0.007;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
36;0.591;1;DS1;CO17;-5.38;2.32;5.32;-0.06;-2.90;1.40;0.046;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
36;0.000;;DS1;CO9;1.42;-1.22;8.03;0.03;-9.41;-1.25;0.059;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
36;0.000;;DS1;CO4;-2.25;0.00;7.95;0.00;-9.13;0.00;0.058;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
36;0.000;;DS1;CO17;-5.41;2.49;5.50;-0.05;-6.08;2.86;0.008;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
36;1.260;;DS1;CO6;-0.45;0.33;7.56;-0.02;0.56;-0.11;0.001;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
36;0.000;;DS1;CO1;-1.90;0.00;3.28;0.00;-3.69;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
36;0.000;;DS1;CO5;-4.18;0.86;8.02;-0.02;-9.42;0.94;0.231;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
36;0.000;;DS1;CO17;-5.41;2.49;5.50;-0.05;-6.08;2.86;0.144;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
36;0.000;21;DS1;CO17;-5.41;2.49;5.50;-0.05;-6.08;2.86;0.395;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
36;0.000;;DS1;CO17;-5.41;2.49;5.50;-0.05;-6.08;2.86;0.166;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
36;0.000;;DS1;CO4;-2.25;0.00;7.95;0.00;-9.13;0.00;0.224;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
36;0.000;;DS1;CO6;-0.51;0.51;7.98;-0.02;-9.23;0.47;0.075;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
36;0.000;;DS2;CO20;-1.86;0.00;2.43;0.00;-2.76;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
36;0.591;;DS2;CO28;0.38;-0.73;5.45;0.02;-3.31;-0.35;0.066;SE1100.00;Serviceability | Deflections in z-direction
36;0.591;;DS2;CO36;-3.65;1.55;3.77;-0.04;-2.06;0.94;0.051;SE1200.00;Serviceability | Deflections in y-direction
36;;;;;;;;;;;;;
37;Beam | 3 - HEA 140 | L : 0.150 m;;;;;;;;;;;;
37;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
37;0.000;;DS1;CO13;6.07;-1.72;3.98;0.07;-2.82;-2.35;0.008;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
37;0.150;;DS1;CO15;-4.02;1.55;7.37;-0.11;-4.49;1.43;0.005;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
37;0.131;1;DS1;CO15;-4.02;1.55;7.37;-0.11;-4.63;1.46;0.083;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
37;0.000;;DS1;CO7;0.79;0.69;10.59;-0.03;-7.74;0.99;0.078;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
37;0.000;;DS1;CO4;-0.22;0.00;10.42;0.00;-7.95;-0.01;0.076;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
37;0.000;;DS1;CO19;5.93;-1.75;7.12;0.07;-5.26;-2.38;0.006;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
37;0.000;;DS1;CO6;1.65;0.55;10.38;-0.01;-7.88;0.81;0.002;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
37;0.000;;DS1;CO1;-0.01;0.00;4.13;0.00;-3.06;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
37;0.000;;DS1;CO5;-2.44;0.94;10.50;-0.06;-8.00;1.01;0.196;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
37;0.000;;DS1;CO19;5.93;-1.75;7.12;0.07;-5.26;-2.38;0.119;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
37;0.000;8;DS1;CO19;5.93;-1.75;7.12;0.07;-5.26;-2.38;0.339;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
37;0.000;;DS1;CO19;5.93;-1.75;7.12;0.07;-5.26;-2.38;0.136;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
37;0.000;;DS2;CO20;-0.01;0.00;3.05;0.00;-2.22;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
37;0.075;;DS2;CO24;-1.63;0.63;7.29;-0.04;-5.02;0.62;0.013;SE1100.00;Serviceability | Deflections in z-direction
37;0.075;;DS2;CO38;3.94;-1.15;5.03;0.05;-3.31;-1.49;0.010;SE1200.00;Serviceability | Deflections in y-direction
37;;;;;;;;;;;;;
38;Beam | 3 - HEA 140 | L : 0.075 m;;;;;;;;;;;;
38;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
38;0.015;;DS1;CO18;6.28;-0.67;10.19;0.38;-6.81;-2.10;0.009;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
38;0.075;;DS1;CO10;-3.92;0.56;5.26;-0.49;-3.17;2.88;0.005;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
38;0.075;1;DS1;CO15;-3.85;0.54;9.61;-0.49;-5.63;2.88;0.381;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
38;0.000;;DS1;CO8;3.90;-0.44;14.36;0.23;-9.56;-1.30;0.110;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
38;0.000;;DS1;CO3;0.22;0.00;14.10;0.00;-9.28;0.00;0.103;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
38;0.000;;DS1;CO19;6.24;-0.68;10.18;0.38;-6.95;-2.12;0.002;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
38;0.000;;DS1;CO1;0.07;0.00;5.43;0.00;-3.73;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
38;0.000;;DS1;CO8;3.90;-0.44;14.36;0.23;-9.56;-1.30;0.235;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
38;0.000;;DS1;CO15;-3.85;0.60;9.63;-0.49;-6.34;2.95;0.148;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
38;0.000;21;DS1;CO15;-3.85;0.60;9.63;-0.49;-6.34;2.95;0.555;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
38;0.000;;DS1;CO15;-3.85;0.60;9.63;-0.49;-6.34;2.95;0.172;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
38;0.000;;DS2;CO20;0.05;0.00;4.02;0.00;-2.78;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
38;0.037;;DS2;CO27;2.61;-0.26;9.97;0.15;-6.30;-0.83;0.008;SE1100.00;Serviceability | Deflections in z-direction
38;0.037;;DS2;CO34;-2.56;0.38;6.81;-0.32;-4.24;1.94;0.007;SE1200.00;Serviceability | Deflections in y-direction
38;;;;;;;;;;;;;
39;Beam | 2 - HEA 160 | L : 4.000 m;;;;;;;;;;;;
39;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
39;0.000;;DS1;CO5;-12.29;2.96;-0.30;0.01;0.00;0.00;0.013;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
39;0.000;;DS1;CO18;-7.79;-3.03;5.67;-0.01;0.00;0.00;0.032;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
39;0.000;;DS1;CO15;-9.56;4.93;-1.88;0.01;0.00;0.00;0.013;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
39;0.000;;DS1;CO1;-5.87;0.00;0.59;0.00;0.00;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
39;2.000;;DS1;CO18;-7.00;0.39;0.16;-0.01;5.74;2.63;0.100;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
39;1.738;;DS1;CO15;-8.87;0.14;0.94;0.01;-0.82;-4.41;0.159;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
39;1.738;;DS1;CO15;-8.87;0.14;0.94;0.01;-0.82;-4.41;0.160;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
39;4.000;;DS1;CO4;-10.26;-0.17;1.24;0.00;5.04;0.00;0.087;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
39;0.667;;DS1;CO5;-12.02;1.86;0.32;0.01;0.01;-1.61;0.058;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
39;0.000;;DS1;CO1;-5.87;0.00;0.59;0.00;0.00;0.00;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
39;0.000;;DS1;CO5;-12.29;2.96;-0.30;0.01;0.00;0.00;0.064;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
39;0.000;;DS1;CO1;-5.87;0.00;0.59;0.00;0.00;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
39;0.000;;DS1;RC1;-12.29;2.96;-0.30;0.01;0.00;0.00;0.404;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
39;0.000;;DS2;CO20;-4.34;0.00;0.43;0.00;0.00;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
39;2.000;;DS2;CO37;-5.03;0.26;0.14;-0.01;3.90;1.75;0.148;SE1100.00;Serviceability | Deflections in z-direction
39;2.000;;DS2;CO34;-6.22;-0.37;0.91;0.01;-0.26;-2.89;0.275;SE1200.00;Serviceability | Deflections in y-direction
39;;;;;;;;;;;;;
40;Beam | 2 - HEA 160 | L : 4.500 m;;;;;;;;;;;;
40;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
40;0.000;;DS1;CO5;-27.26;0.45;-2.99;0.00;0.00;0.00;0.030;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
40;0.000;;DS1;CO17;-17.38;0.00;-8.20;0.00;0.00;0.00;0.046;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
40;0.000;;DS1;CO5;-27.26;0.45;-2.99;0.00;0.00;0.00;0.001;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
40;0.000;;DS1;CO2;-12.03;0.00;-0.19;0.00;0.00;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
40;2.000;;DS1;CO17;-16.59;0.00;-0.11;0.00;-8.30;0.00;0.144;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
40;2.238;;DS1;CO5;-26.34;0.00;0.30;0.00;-2.99;-0.50;0.018;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
40;2.000;;DS1;CO18;-17.77;0.03;0.07;0.00;7.01;-0.33;0.027;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
40;2.000;;DS1;CO17;-16.59;0.00;-0.11;0.00;-8.30;0.00;0.144;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
40;2.250;;DS1;CO3;-23.33;-0.01;0.00;0.00;0.00;-0.44;0.016;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
40;0.000;;DS1;CO5;-27.26;0.45;-2.99;0.00;0.00;0.00;0.071;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
40;0.000;;DS1;CO5;-27.26;0.45;-2.99;0.00;0.00;0.00;0.175;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
40;0.000;;DS1;CO1;-11.92;0.19;0.00;0.00;0.00;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
40;0.000;;DS1;RC1;-27.26;0.45;-2.99;0.00;0.00;0.00;0.473;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
40;0.000;;DS2;CO20;-9.26;0.15;0.00;0.00;0.00;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
40;2.238;;DS2;CO36;-11.73;0.00;0.53;0.00;-5.48;0.00;0.222;SE1100.00;Serviceability | Deflections in z-direction
40;2.238;;DS2;CO24;-18.29;0.00;0.20;0.00;-1.98;-0.34;0.037;SE1200.00;Serviceability | Deflections in y-direction
40;;;;;;;;;;;;;
41;Beam | 2 - HEA 160 | L : 5.000 m;;;;;;;;;;;;
41;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
41;0.000;;DS1;CO7;-26.62;0.00;-4.77;0.00;0.00;0.00;0.029;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
41;0.000;;DS1;CO18;-18.39;0.30;7.75;0.00;0.00;0.00;0.043;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
41;0.000;;DS1;CO8;-23.93;0.39;4.67;0.00;0.00;0.00;0.001;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
41;0.000;;DS1;CO2;-11.68;0.00;-0.18;0.00;0.00;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
41;2.238;;DS1;CO18;-17.52;0.03;0.03;0.00;8.73;-0.36;0.152;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
41;2.500;;DS1;CO8;-22.92;-0.01;-0.50;0.00;5.20;-0.49;0.018;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
41;2.238;;DS1;CO18;-17.52;0.03;0.03;0.00;8.73;-0.36;0.036;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
41;2.238;;DS1;CO17;-21.98;0.00;-0.07;0.00;-8.58;0.00;0.149;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
41;2.500;;DS1;CO3;-22.41;-0.01;0.00;0.00;0.00;-0.48;0.017;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
41;0.000;;DS1;CO7;-26.62;0.00;-4.77;0.00;0.00;0.00;0.082;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
41;0.000;;DS1;CO7;-26.62;0.00;-4.77;0.00;0.00;0.00;0.206;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
41;0.000;;DS1;CO1;-11.80;0.19;0.00;0.00;0.00;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
41;0.000;;DS1;RC1;-26.62;0.00;-4.77;0.00;0.00;0.00;0.528;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
41;0.000;;DS2;CO20;-9.13;0.15;0.00;0.00;0.00;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
41;2.500;;DS2;CO37;-12.81;0.00;-0.55;0.00;5.73;-0.27;0.257;SE1100.00;Serviceability | Deflections in z-direction
41;2.500;;DS2;CO27;-16.46;0.00;-0.33;0.00;3.45;-0.34;0.042;SE1200.00;Serviceability | Deflections in y-direction
41;;;;;;;;;;;;;
42;Beam | 2 - HEA 160 | L : 4.500 m;;;;;;;;;;;;
42;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
42;0.000;;DS1;CO8;-24.34;0.40;4.17;0.00;0.00;0.00;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
42;0.000;;DS1;CO15;-17.31;0.28;-7.93;0.00;0.00;0.00;0.044;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
42;0.000;;DS1;CO8;-24.34;0.40;4.17;0.00;0.00;0.00;0.001;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
42;0.000;;DS1;CO4;-24.01;0.00;-0.39;0.00;0.00;0.00;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
42;2.000;;DS1;CO15;-16.52;0.03;-0.08;0.00;-8.00;-0.31;0.139;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
42;2.238;;DS1;CO8;-23.43;0.00;-0.41;0.00;4.18;-0.44;0.016;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
42;2.000;;DS1;CO15;-16.52;0.03;-0.08;0.00;-8.00;-0.31;0.030;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
42;2.000;;DS1;CO14;-10.52;0.00;0.06;0.00;6.79;0.00;0.118;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
42;2.250;;DS1;CO3;-23.10;-0.01;0.00;0.00;0.00;-0.44;0.016;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
42;0.000;;DS1;CO8;-24.34;0.40;4.17;0.00;0.00;0.00;0.063;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
42;0.000;;DS1;CO8;-24.34;0.40;4.17;0.00;0.00;0.00;0.156;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
42;0.000;;DS1;CO1;-10.78;0.17;0.00;0.00;0.00;0.00;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
42;0.000;;DS1;RC1;-24.34;0.40;4.17;0.00;0.00;0.00;0.440;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
42;0.000;;DS2;CO20;-8.00;0.13;0.00;0.00;0.00;0.00;0.000;SE0100.00;Serviceability | Negligible deflections
42;2.238;;DS2;CO34;-11.66;0.00;0.52;0.00;-5.26;-0.22;0.213;SE1100.00;Serviceability | Deflections in z-direction
42;2.238;;DS2;CO27;-16.37;0.00;-0.28;0.00;2.77;-0.31;0.033;SE1200.00;Serviceability | Deflections in y-direction
42;;;;;;;;;;;;;
43;Truss | 6 - CHS 60.3x5 | L : 5.000 m;;;;;;;;;;;;
43;0.000;;DS1;RC1;0.00;0.00;0.00;0.00;0.00;0.00;0.000;SP0100.00;Section Proof | Negligible internal forces
43;0.000;;DS1;CO12;5.23;-1.76;0.39;0.00;0.00;0.00;0.026;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
