Member No.;Location;Stress;Design;Loading;Design Check;Design Check;
37;0.000;;DS1;CO6;0.002;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
37;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
37;0.000;;DS1;CO5;0.196;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
37;0.000;;DS1;CO19;0.119;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
37;0.000;8;DS1;CO19;0.339;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
37;0.000;;DS1;CO19;0.136;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
37;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
37;0.075;;DS2;CO24;0.013;SE1100.00;Serviceability | Deflections in z-direction
37;0.075;;DS2;CO38;0.010;SE1200.00;Serviceability | Deflections in y-direction
37;;;;;;;
38;Beam | 3 - HEA 140 | L : 0.075 m;;;;;;
38;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
38;0.015;;DS1;CO18;0.009;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
38;0.075;;DS1;CO10;0.005;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
38;0.075;1;DS1;CO15;0.381;SP2100.00;Section Proof | Torsion acc. to EN 1993-1-1, 6.2.7
38;0.000;;DS1;CO8;0.110;SP3100.01;Section Proof | Shear in z-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
38;0.000;;DS1;CO3;0.103;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
38;0.000;;DS1;CO19;0.002;SP3200.01;Section Proof | Shear in y-axis and torsion acc. to EN 1993-1-1, 6.2.7(9) | Plastic design
38;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
38;0.000;;DS1;CO8;0.235;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
38;0.000;;DS1;CO15;0.148;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
38;0.000;21;DS1;CO15;0.555;SP6100.00;Section Proof | Axial and shear stress acc. to EN 1993-1-1, 6.2.1(5) | Elastic design
38;0.000;;DS1;CO15;0.172;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
38;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
38;0.037;;DS2;CO27;0.008;SE1100.00;Serviceability | Deflections in z-direction
38;0.037;;DS2;CO34;0.007;SE1200.00;Serviceability | Deflections in y-direction
38;;;;;;;
39;Beam | 2 - HEA 160 | L : 4.000 m;;;;;;
39;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
39;0.000;;DS1;CO5;0.013;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
39;0.000;;DS1;CO18;0.032;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
39;0.000;;DS1;CO15;0.013;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
39;0.000;;DS1;CO1;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
39;2.000;;DS1;CO18;0.100;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
39;1.738;;DS1;CO15;0.159;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
39;1.738;;DS1;CO15;0.160;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
39;4.000;;DS1;CO4;0.087;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
39;0.667;;DS1;CO5;0.058;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
39;0.000;;DS1;CO1;0.000;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
39;0.000;;DS1;CO5;0.064;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
39;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
39;0.000;;DS1;RC1;0.404;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
39;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
39;2.000;;DS2;CO37;0.148;SE1100.00;Serviceability | Deflections in z-direction
39;2.000;;DS2;CO34;0.275;SE1200.00;Serviceability | Deflections in y-direction
39;;;;;;;
40;Beam | 2 - HEA 160 | L : 4.500 m;;;;;;
40;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
40;0.000;;DS1;CO5;0.030;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
40;0.000;;DS1;CO17;0.046;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
40;0.000;;DS1;CO5;0.001;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
40;0.000;;DS1;CO2;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
40;2.000;;DS1;CO17;0.144;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
40;2.238;;DS1;CO5;0.018;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
40;2.000;;DS1;CO18;0.027;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
40;2.000;;DS1;CO17;0.144;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
40;2.250;;DS1;CO3;0.016;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
40;0.000;;DS1;CO5;0.071;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
40;0.000;;DS1;CO5;0.175;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
40;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
40;0.000;;DS1;RC1;0.473;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
40;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
40;2.238;;DS2;CO36;0.222;SE1100.00;Serviceability | Deflections in z-direction
40;2.238;;DS2;CO24;0.037;SE1200.00;Serviceability | Deflections in y-direction
40;;;;;;;
41;Beam | 2 - HEA 160 | L : 5.000 m;;;;;;
41;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
41;0.000;;DS1;CO7;0.029;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
41;0.000;;DS1;CO18;0.043;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
41;0.000;;DS1;CO8;0.001;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
41;0.000;;DS1;CO2;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
41;2.238;;DS1;CO18;0.152;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
41;2.500;;DS1;CO8;0.018;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
41;2.238;;DS1;CO18;0.036;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
41;2.238;;DS1;CO17;0.149;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
41;2.500;;DS1;CO3;0.017;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
41;0.000;;DS1;CO7;0.082;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
41;0.000;;DS1;CO7;0.206;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
41;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
41;0.000;;DS1;RC1;0.528;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
41;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
41;2.500;;DS2;CO37;0.257;SE1100.00;Serviceability | Deflections in z-direction
41;2.500;;DS2;CO27;0.042;SE1200.00;Serviceability | Deflections in y-direction
41;;;;;;;
42;Beam | 2 - HEA 160 | L : 4.500 m;;;;;;
42;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
42;0.000;;DS1;CO8;0.027;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
42;0.000;;DS1;CO15;0.044;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
42;0.000;;DS1;CO8;0.001;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
42;0.000;;DS1;CO4;0.000;SP3500.00;Section Proof | Shear buckling acc. to EN 1993-1-5, 5.1, 5.2, 5.3 and 5.5
42;2.000;;DS1;CO15;0.139;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
42;2.238;;DS1;CO8;0.016;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
42;2.000;;DS1;CO15;0.030;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
42;2.000;;DS1;CO14;0.118;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
42;2.250;;DS1;CO3;0.016;SP6500.03;Section Proof | Bending about z-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
42;0.000;;DS1;CO8;0.063;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
42;0.000;;DS1;CO8;0.156;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
42;0.000;;DS1;CO1;0.000;ST1500.00;Stability | Torsional buckling acc. to EN 1993-1-1, 6.3.1
42;0.000;;DS1;RC1;0.440;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
42;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
42;2.238;;DS2;CO34;0.213;SE1100.00;Serviceability | Deflections in z-direction
42;2.238;;DS2;CO27;0.033;SE1200.00;Serviceability | Deflections in y-direction
42;;;;;;;
43;Truss | 6 - CHS 60.3x5 | L : 5.000 m;;;;;;
43;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
43;0.000;;DS1;CO12;0.026;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
43;2.500;;DS1;CO16;0.016;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
43;0.000;;DS1;CO4;0.003;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
43;5.000;;DS1;CO16;0.040;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
43;0.000;;DS1;CO16;0.045;SP3300.02;Section Proof | Resulting shear acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
43;2.500;;DS1;CO12;0.157;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
43;2.500;;DS1;CO16;1.449;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
43;2.500;;DS1;CO16;2.107;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
43;2.500;;DS1;CO4;0.006;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
43;2.500;;DS1;CO16;0.130;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
43;2.500;;DS1;CO16;0.130;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
43;2.500;;DS1;RC1;1.833;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
43;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
43;2.500;;DS2;CO36;0.915;SE1100.00;Serviceability | Deflections in z-direction
43;2.500;;DS2;CO35;7.190;SE1200.00;Serviceability | Deflections in y-direction
43;;;;;;;
44;Truss | 7 - CHS 101.6x5 | L : 5.000 m;;;;;;
44;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
44;5.000;;DS1;CO17;0.007;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
44;2.500;;DS1;CO18;0.064;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
44;0.000;;DS1;CO1;0.003;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
44;4.500;;DS1;CO16;0.021;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
44;5.000;;DS1;CO16;0.022;SP3300.02;Section Proof | Resulting shear acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
44;2.500;;DS1;CO12;0.079;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
44;2.500;;DS1;CO16;0.440;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
44;2.500;;DS1;CO16;0.197;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
44;2.500;;DS1;CO15;0.021;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
44;2.500;;DS1;CO18;0.184;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
44;2.500;;DS1;CO18;0.184;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
44;2.500;;DS1;RC1;0.743;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
44;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
44;2.500;;DS2;CO31;0.260;SE1100.00;Serviceability | Deflections in z-direction
44;2.500;;DS2;CO35;1.229;SE1200.00;Serviceability | Deflections in y-direction
44;;;;;;;
45;Truss | 6 - CHS 60.3x5 | L : 5.000 m;;;;;;
45;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
45;0.000;;DS1;CO17;0.029;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
45;2.500;;DS1;CO18;0.019;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
45;0.000;;DS1;CO3;0.003;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
45;4.500;;DS1;CO18;0.023;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
45;5.000;;DS1;CO18;0.024;SP3300.02;Section Proof | Resulting shear acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
45;2.500;;DS1;CO12;0.155;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
45;2.500;;DS1;CO18;0.825;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
45;2.500;;DS1;CO12;0.694;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
45;2.500;;DS1;CO3;0.006;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
45;2.500;;DS1;CO18;0.152;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
45;2.500;;DS1;CO18;0.152;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
45;2.500;;DS1;RC1;1.182;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
45;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
45;2.500;;DS2;CO31;0.906;SE1100.00;Serviceability | Deflections in z-direction
45;2.500;;DS2;CO31;4.410;SE1200.00;Serviceability | Deflections in y-direction
45;;;;;;;
46;Truss | 6 - CHS 60.3x5 | L : 5.000 m;;;;;;
46;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
46;5.000;;DS1;CO17;0.027;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
46;2.500;;DS1;CO18;0.018;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
46;0.000;;DS1;CO3;0.003;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
46;5.000;;DS1;CO18;0.038;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
46;0.000;;DS1;CO12;0.024;SP3300.02;Section Proof | Resulting shear acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
46;2.500;;DS1;CO12;0.156;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
46;2.500;;DS1;CO18;1.299;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
46;2.500;;DS1;CO18;1.691;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
46;2.500;;DS1;CO3;0.006;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
46;2.500;;DS1;CO18;0.140;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
46;2.500;;DS1;CO18;0.140;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
46;2.500;;DS1;RC1;1.689;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
46;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
46;2.500;;DS2;CO31;0.910;SE1100.00;Serviceability | Deflections in z-direction
46;2.500;;DS2;CO37;6.360;SE1200.00;Serviceability | Deflections in y-direction
46;;;;;;;
47;Truss | 6 - CHS 60.3x5 | L : 5.000 m;;;;;;
47;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
47;5.000;;DS1;CO17;0.026;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
47;2.500;;DS1;CO18;0.016;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
47;0.000;;DS1;CO3;0.003;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
47;0.000;;DS1;CO18;0.040;SP3200.02;Section Proof | Shear in y-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
47;5.000;;DS1;CO18;0.045;SP3300.02;Section Proof | Resulting shear acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
47;2.500;;DS1;CO12;0.158;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
47;2.500;;DS1;CO18;1.449;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
47;2.500;;DS1;CO18;2.106;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
47;2.500;;DS1;CO3;0.006;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
47;2.500;;DS1;CO18;0.130;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
47;2.500;;DS1;CO18;0.130;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
47;2.500;;DS1;RC1;1.834;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
47;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
47;2.500;;DS2;CO31;0.913;SE1100.00;Serviceability | Deflections in z-direction
47;2.500;;DS2;CO37;7.189;SE1200.00;Serviceability | Deflections in y-direction
47;;;;;;;
48;Truss | 6 - CHS 60.3x5 | L : 5.000 m;;;;;;
48;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
48;0.000;;DS1;CO12;0.038;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
48;3.000;;DS1;CO16;0.032;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
48;5.000;;DS1;CO16;0.004;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
48;2.500;;DS1;CO16;0.105;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
48;2.500;;DS1;CO11;0.010;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
48;2.500;;DS1;CO16;0.011;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
48;0.037;;DS1;CO12;0.006;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
48;2.500;;DS1;CO4;0.006;SP6500.04;Section Proof | Biaxial bending and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
48;3.000;;DS1;CO16;0.258;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
48;3.000;;DS1;CO16;0.258;ST1300.00;Stability | Flexural buckling about principal z-axis acc. to EN 1993-1-1, 6.3.1
48;3.000;;DS1;RC1;0.392;ST3100.00;Stability | Bending and buckling about principal axes acc. to EN 1993-1-1, 6.3.3
48;0.000;;DS2;CO20;0.000;SE0100.00;Serviceability | Negligible deflections
48;2.500;;DS2;CO35;0.561;SE1100.00;Serviceability | Deflections in z-direction
48;2.500;;DS2;CO35;0.056;SE1200.00;Serviceability | Deflections in y-direction
48;;;;;;;
49;Truss | 7 - CHS 101.6x5 | L : 5.000 m;;;;;;
49;0.000;;DS1;RC1;0.000;SP0100.00;Section Proof | Negligible internal forces
49;0.000;;DS1;CO17;0.013;SP1100.00;Section Proof | Tension acc. to EN 1993-1-1, 6.2.3
49;2.500;;DS1;CO18;0.044;SP1200.00;Section Proof | Compression acc. to EN 1993-1-1, 6.2.4
49;0.000;;DS1;CO18;0.003;SP3100.02;Section Proof | Shear in z-axis acc. to EN 1993-1-1, 6.2.6(2) | Plastic design
49;2.500;;DS1;CO18;0.051;SP4100.03;Section Proof | Bending about y-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
49;2.500;;DS1;CO13;0.005;SP5100.03;Section Proof | Bending about z-axis acc. to EN 1993-1-1, 6.2.5 | Plastic design
49;2.500;;DS1;CO18;0.003;SP6500.01;Section Proof | Biaxial bending, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
49;0.037;;DS1;RC1;0.006;SP6500.02;Section Proof | Bending about y-axis, axial force and shear acc. to EN 1993-1-1, 6.2.9.1 and 6.2.10 | Plastic design
49;2.500;;DS1;CO18;0.126;ST1100.00;Stability | Flexural buckling about principal y-axis acc. to EN 1993-1-1, 6.3.1
